zip_code,watch,ucr_offense_description,c3
75233,3,LIQUOR,1
75233,3,LOST PROPERTY,4
75233,3,MOTOR VEHICLE ACCIDENT,61
75233,3,NARCOTICS/DRUGS,4
75233,3,OTHER OFFENSES,11
75233,3,ROBBERY,38
75233,3,SUDDEN DEATH,8
75233,3,THEFT,73
75233,3,TRAFFIC FATALITY,1
75233,3,WEAPONS,1
75233,U,ACCIDENTAL INJURY,1
75233,U,AGGRAVATED ASSAULT,1
75233,U,ARSON,1
75233,U,ASSAULT,2
75233,U,AUTO THEFT - UUMV,20
75233,U,BURGLARY,39
75233,U,CRIMINAL MISCHIEF/VANDALISM,31
75233,U,DISORDERLY CONDUCT,4
75233,U,EMBEZZLEMENT,3
75233,U,FORGERY & COUNTERFEIT,3
75233,U,FOUND PROPERTY,26
75233,U,FRAUD,7
75233,U,HOME ACCIDENT,1
75233,U,LOST PROPERTY,2
75233,U,MOTOR VEHICLE ACCIDENT,5
75233,U,ROBBERY,1
75233,U,SUDDEN DEATH,7
75233,U,THEFT,81
75234,1,ACCIDENTAL INJURY,2
75234,1,ASSAULT,7
75234,1,AUTO THEFT - UUMV,11
75234,1,BURGLARY,18
75234,1,CRIMINAL MISCHIEF/VANDALISM,24
75234,1,DISORDERLY CONDUCT,1
75234,1,EMBEZZLEMENT,1
75234,1,FORGERY & COUNTERFEIT,2
75234,1,FOUND PROPERTY,30
75234,1,FRAUD,3
75234,1,HOME ACCIDENT,2
75234,1,MOTOR VEHICLE ACCIDENT,31
75234,1,NARCOTICS/DRUGS,1
75234,1,OTHER OFFENSES,2
75234,1,ROBBERY,6
75234,1,SUDDEN DEATH,4
75234,1,THEFT,33
75234,1,TRAFFIC FATALITY,1
75234,2,ACCIDENTAL INJURY,3
75234,2,AGGRAVATED ASSAULT,1
75234,2,ANIMAL BITE,1
75234,2,ARSON,1
75234,2,ASSAULT,5
75234,2,AUTO THEFT - UUMV,10
75234,2,BURGLARY,26
75234,2,CRIMINAL MISCHIEF/VANDALISM,11
75234,2,EMBEZZLEMENT,1
75234,2,FORGERY & COUNTERFEIT,3
75234,2,FOUND PROPERTY,42
75234,2,FRAUD,1
75234,2,LOST PROPERTY,3
75234,2,MOTOR VEHICLE ACCIDENT,39
75234,2,OTHER OFFENSES,4
75234,2,ROBBERY,4
75234,2,SUDDEN DEATH,1
75234,2,THEFT,54
75234,3,ACCIDENTAL INJURY,2
75234,3,AGGRAVATED ASSAULT,4
75234,3,ASSAULT,5
75234,3,AUTO THEFT - UUMV,13
75234,3,BURGLARY,5
75234,3,CRIMINAL MISCHIEF/VANDALISM,6
75234,3,DWI,1
75234,3,FORGERY & COUNTERFEIT,2
75234,3,FOUND PROPERTY,23
75234,3,FRAUD,1
75234,3,LOST PROPERTY,2
75234,3,MOTOR VEHICLE ACCIDENT,51
75234,3,NARCOTICS/DRUGS,1
75234,3,OTHER OFFENSES,3
75234,3,ROBBERY,9
75234,3,SUDDEN DEATH,2
75234,3,THEFT,50
75234,U,AUTO THEFT - UUMV,6
75234,U,BURGLARY,20
75234,U,CRIMINAL MISCHIEF/VANDALISM,2
75234,U,DISORDERLY CONDUCT,2
75234,U,EMBEZZLEMENT,1
75234,U,FOUND PROPERTY,7
75234,U,FRAUD,1
75234,U,LOST PROPERTY,2
75234,U,MOTOR VEHICLE ACCIDENT,2
75234,U,SUDDEN DEATH,1
75234,U,THEFT,15
75235,1,ACCIDENTAL INJURY,39
75235,1,AGGRAVATED ASSAULT,10
75235,1,ARSON,1
75235,1,ASSAULT,21
75235,1,AUTO THEFT - UUMV,89
75235,1,BURGLARY,106
75235,1,CRIMINAL MISCHIEF/VANDALISM,142
75235,1,DISORDERLY CONDUCT,3
75235,1,DWI,9
75235,1,EMBEZZLEMENT,5
75235,1,FIREARMS ACCIDENT,2
75235,1,FOUND PROPERTY,60
75235,1,FRAUD,7
75235,1,HOME ACCIDENT,11
75235,1,LOST PROPERTY,9
75235,1,MOTOR VEHICLE ACCIDENT,56
75235,1,MURDER,3
75235,1,NARCOTICS/DRUGS,2
75235,1,OCCUPATIONAL ACCIDENT,3
75235,1,OTHER OFFENSES,12
75235,1,ROBBERY,44
75235,1,SUDDEN DEATH,10
75235,1,THEFT,238
75235,1,WEAPONS,19
75235,2,ACCIDENTAL INJURY,68
75235,2,AGGRAVATED ASSAULT,4
75235,2,ANIMAL BITE,4
75235,2,ARSON,1
75235,2,ASSAULT,52
75235,2,AUTO THEFT - UUMV,57
75235,2,BURGLARY,94
75235,2,CRIMINAL MISCHIEF/VANDALISM,65
75235,2,DISORDERLY CONDUCT,7
75235,2,DWI,1
75235,2,EMBEZZLEMENT,12
75235,2,FIREARMS ACCIDENT,2
75235,2,FORGERY & COUNTERFEIT,7
75235,2,FOUND PROPERTY,99
75235,2,FRAUD,13
75235,2,HOME ACCIDENT,5
75235,2,LIQUOR,1
75235,2,LOST PROPERTY,24
75235,2,MOTOR VEHICLE ACCIDENT,88
75235,2,MURDER,2
75235,2,NARCOTICS/DRUGS,1
75235,2,OCCUPATIONAL ACCIDENT,4
75235,2,OTHER OFFENSES,12
75235,2,ROBBERY,23
75235,2,SUDDEN DEATH,11
75235,2,THEFT,188
75235,2,WEAPONS,13
75235,3,ACCIDENTAL INJURY,79
75235,3,AGGRAVATED ASSAULT,7
75235,3,ANIMAL BITE,5
75235,3,ASSAULT,60
75235,3,AUTO THEFT - UUMV,30
75235,3,BURGLARY,50
75235,3,CRIMINAL MISCHIEF/VANDALISM,94
75235,3,DISORDERLY CONDUCT,4
75235,3,DWI,11
75235,3,EMBEZZLEMENT,4
75235,3,FIREARMS ACCIDENT,5
75235,3,FORGERY & COUNTERFEIT,4
75235,3,FOUND PROPERTY,86
75235,3,FRAUD,16
75235,3,HOME ACCIDENT,8
75235,3,LIQUOR,1
75235,3,LOST PROPERTY,18
75235,3,MOTOR VEHICLE ACCIDENT,95
75235,3,MURDER,1
75235,3,NARCOTICS/DRUGS,5
75235,3,OCCUPATIONAL ACCIDENT,4
75235,3,OTHER OFFENSES,21
75235,3,ROBBERY,49
75235,3,SUDDEN DEATH,11
75235,3,THEFT,132
75235,3,TRAFFIC FATALITY,1
75235,3,WEAPONS,5
75235,U,ACCIDENTAL INJURY,1
75235,U,ASSAULT,1
75235,U,AUTO THEFT - UUMV,76
75235,U,BURGLARY,87
75235,U,CRIMINAL MISCHIEF/VANDALISM,69
75235,U,DISORDERLY CONDUCT,12
75235,U,EMBEZZLEMENT,15
75235,U,FORGERY & COUNTERFEIT,4
75235,U,FOUND PROPERTY,54
75235,U,FRAUD,55
75235,U,HOME ACCIDENT,1
75235,U,LOST PROPERTY,7
75235,U,MOTOR VEHICLE ACCIDENT,5
75235,U,SUDDEN DEATH,6
75235,U,THEFT,205
75235,U,WEAPONS,1
75236,1,ACCIDENTAL INJURY,3
75236,1,AGGRAVATED ASSAULT,13
75236,1,ARSON,4
75236,1,ASSAULT,12
75236,1,AUTO THEFT - UUMV,102
75236,1,BURGLARY,38
75236,1,CHILD (OFFENSES AGAINST),2
75236,1,CRIMINAL MISCHIEF/VANDALISM,121
75236,1,DISORDERLY CONDUCT,6
75236,1,DWI,2
75236,1,EMBEZZLEMENT,1
75236,1,FIREARMS ACCIDENT,1
75236,1,FORGERY & COUNTERFEIT,1
75236,1,FOUND PROPERTY,44
75236,1,FRAUD,2
75236,1,HOME ACCIDENT,5
75236,1,LOST PROPERTY,4
75236,1,MOTOR VEHICLE ACCIDENT,37
75236,1,MURDER,2
75236,1,OTHER OFFENSES,2
75236,1,ROBBERY,13
75236,1,SUDDEN DEATH,7
75236,1,THEFT,252
75236,1,TRAFFIC FATALITY,3
75236,1,WEAPONS,1
75236,2,ACCIDENTAL INJURY,2
75236,2,AGGRAVATED ASSAULT,10
75236,2,ANIMAL BITE,1
75236,2,ARSON,1
75236,2,ASSAULT,26
75236,2,AUTO THEFT - UUMV,24
75236,2,BURGLARY,120
75236,2,CHILD (OFFENSES AGAINST),4
75236,2,CRIMINAL MISCHIEF/VANDALISM,78
75236,2,DISORDERLY CONDUCT,10
75236,2,EMBEZZLEMENT,3
75236,2,FOUND PROPERTY,62
75236,2,HOME ACCIDENT,5
75236,2,LOST PROPERTY,4
75236,2,MOTOR VEHICLE ACCIDENT,37
75236,2,NARCOTICS/DRUGS,2
75236,2,OTHER OFFENSES,7
75236,2,ROBBERY,11
75236,2,SUDDEN DEATH,6
75236,2,THEFT,71
75236,2,TRAFFIC FATALITY,3
75236,2,WEAPONS,1
75236,3,ACCIDENTAL INJURY,4
75236,3,AGGRAVATED ASSAULT,13
75236,3,ANIMAL BITE,2
75236,3,ARSON,2
75236,3,ASSAULT,30
75236,3,AUTO THEFT - UUMV,30
75236,3,BURGLARY,40
75236,3,CRIMINAL MISCHIEF/VANDALISM,100
75236,3,DISORDERLY CONDUCT,12
75236,3,DWI,3
75236,3,FORGERY & COUNTERFEIT,1
75236,3,FOUND PROPERTY,53
75236,3,FRAUD,4
75236,3,HOME ACCIDENT,5
75236,3,LIQUOR,1
75236,3,LOST PROPERTY,3
75236,3,MOTOR VEHICLE ACCIDENT,40
75236,3,MURDER,1
75236,3,NARCOTICS/DRUGS,1
75236,3,OTHER OFFENSES,9
75236,3,ROBBERY,22
75236,3,SUDDEN DEATH,3
75236,3,THEFT,62
75236,3,TRAFFIC FATALITY,2
75236,U,ARSON,1
75236,U,ASSAULT,1
75236,U,AUTO THEFT - UUMV,47
75236,U,BURGLARY,45
75236,U,CRIMINAL MISCHIEF/VANDALISM,39
75236,U,DISORDERLY CONDUCT,7
75236,U,EMBEZZLEMENT,4
75236,U,FORGERY & COUNTERFEIT,1
75236,U,FOUND PROPERTY,18
75236,U,FRAUD,3
75236,U,HOME ACCIDENT,1
75236,U,LOST PROPERTY,2
75236,U,MOTOR VEHICLE ACCIDENT,1
75236,U,OTHER OFFENSES,1
75236,U,ROBBERY,2
75236,U,SUDDEN DEATH,3
75236,U,THEFT,94
75237,1,ACCIDENTAL INJURY,9
75237,1,AGGRAVATED ASSAULT,23
75237,1,ARSON,6
75237,1,ASSAULT,46
75237,1,AUTO THEFT - UUMV,148
75237,1,BURGLARY,157
75237,1,CRIMINAL MISCHIEF/VANDALISM,264
75237,1,DISORDERLY CONDUCT,9
75237,1,DWI,9
75237,1,EMBEZZLEMENT,3
75237,1,FIREARMS ACCIDENT,2
75237,1,FORGERY & COUNTERFEIT,7
75237,1,FOUND PROPERTY,63
75237,1,FRAUD,7
75237,1,HOME ACCIDENT,11
75237,1,LIQUOR,1
75237,1,LOST PROPERTY,6
75237,1,MOTOR VEHICLE ACCIDENT,46
75237,1,MURDER,2
75237,1,NARCOTICS/DRUGS,1
75237,1,OCCUPATIONAL ACCIDENT,1
75237,1,OTHER OFFENSES,17
75237,1,ROBBERY,66
75237,1,SUDDEN DEATH,7
75237,1,THEFT,313
75237,1,TRAFFIC FATALITY,2
75237,1,WEAPONS,2
75237,2,ACCIDENTAL INJURY,21
75237,2,AGGRAVATED ASSAULT,14
75237,2,ANIMAL BITE,1
75237,2,ARSON,4
75237,2,ASSAULT,96
75237,2,AUTO THEFT - UUMV,79
75237,2,BURGLARY,246
75237,2,CHILD (OFFENSES AGAINST),1
75237,2,CRIMINAL MISCHIEF/VANDALISM,233
75237,2,DISORDERLY CONDUCT,30
75237,2,EMBEZZLEMENT,8
75237,2,FIREARMS ACCIDENT,3
75237,2,FORGERY & COUNTERFEIT,39
75237,2,FOUND PROPERTY,129
75237,2,FRAUD,19
75237,2,HOME ACCIDENT,8
75237,2,LOST PROPERTY,36
75237,2,MOTOR VEHICLE ACCIDENT,135
75237,2,MURDER,3
75237,2,NARCOTICS/DRUGS,8
75237,2,OTHER OFFENSES,49
75237,2,ROBBERY,39
75237,2,SUDDEN DEATH,7
75237,2,THEFT,442
75237,2,TRAFFIC FATALITY,2
75237,2,WEAPONS,1
75237,3,ACCIDENTAL INJURY,25
75237,3,AGGRAVATED ASSAULT,39
75237,3,ANIMAL BITE,1
75237,3,ARSON,2
75237,3,ASSAULT,126
75237,3,AUTO THEFT - UUMV,97
75237,3,BURGLARY,126
75237,3,CRIMINAL MISCHIEF/VANDALISM,267
75237,3,DISORDERLY CONDUCT,23
75237,3,DWI,4
75237,3,EMBEZZLEMENT,9
75237,3,FIREARMS ACCIDENT,7
75237,3,FORGERY & COUNTERFEIT,27
75237,3,FOUND PROPERTY,127
75237,3,FRAUD,21
75237,3,HOME ACCIDENT,6
75237,3,LOST PROPERTY,27
75237,3,MOTOR VEHICLE ACCIDENT,122
75237,3,MURDER,2
75237,3,NARCOTICS/DRUGS,12
75237,3,OCCUPATIONAL ACCIDENT,2
75237,3,OTHER OFFENSES,64
75237,3,ROBBERY,88
75237,3,SUDDEN DEATH,1
75237,3,THEFT,397
75237,3,TRAFFIC FATALITY,1
75237,3,WEAPONS,3
75237,U,AGGRAVATED ASSAULT,2
75237,U,ASSAULT,4
75237,U,AUTO THEFT - UUMV,54
75237,U,BURGLARY,98
75237,U,CHILD (OFFENSES AGAINST),1
75237,U,CRIMINAL MISCHIEF/VANDALISM,80
75237,U,DISORDERLY CONDUCT,18
75237,U,EMBEZZLEMENT,11
75237,U,FORGERY & COUNTERFEIT,3
75237,U,FOUND PROPERTY,17
75237,U,FRAUD,21
75237,U,LOST PROPERTY,18
75237,U,MOTOR VEHICLE ACCIDENT,4
75237,U,OTHER OFFENSES,1
75237,U,ROBBERY,1
75237,U,SUDDEN DEATH,7
75237,U,THEFT,122
75237,U,TRAFFIC FATALITY,1
75238,1,ACCIDENTAL INJURY,14
75238,1,AGGRAVATED ASSAULT,10
75238,1,ANIMAL BITE,1
75238,1,ARSON,2
75238,1,ASSAULT,24
75238,1,AUTO THEFT - UUMV,160
75238,1,BURGLARY,113
75238,1,CHILD (OFFENSES AGAINST),1
75238,1,CRIMINAL MISCHIEF/VANDALISM,190
75238,1,DISORDERLY CONDUCT,9
75238,1,DWI,7
75238,1,EMBEZZLEMENT,3
75238,1,FORGERY & COUNTERFEIT,2
75238,1,FOUND PROPERTY,117
75238,1,FRAUD,7
75238,1,HOME ACCIDENT,8
75238,1,LOST PROPERTY,5
75238,1,MOTOR VEHICLE ACCIDENT,88
75238,1,MURDER,2
75238,1,NARCOTICS/DRUGS,5
75238,1,OTHER OFFENSES,17
75238,1,ROBBERY,80
75238,1,SUDDEN DEATH,18
75238,1,THEFT,368
75238,1,TRAFFIC FATALITY,2
75238,2,ACCIDENTAL INJURY,5
75238,2,AGGRAVATED ASSAULT,5
75238,2,ANIMAL BITE,1
75238,2,ASSAULT,32
75238,2,AUTO THEFT - UUMV,57
75238,2,BURGLARY,150
75238,2,CRIMINAL MISCHIEF/VANDALISM,98
75238,2,DISORDERLY CONDUCT,14
75238,2,EMBEZZLEMENT,2
75238,2,FORGERY & COUNTERFEIT,12
75238,2,FOUND PROPERTY,121
75238,2,FRAUD,13
75238,2,HOME ACCIDENT,4
75238,2,LOST PROPERTY,13
75238,2,MOTOR VEHICLE ACCIDENT,98
75238,2,NARCOTICS/DRUGS,5
75238,2,OCCUPATIONAL ACCIDENT,2
75238,2,OTHER OFFENSES,11
75238,2,ROBBERY,38
75238,2,SUDDEN DEATH,12
75238,2,THEFT,221
75238,2,TRAFFIC FATALITY,3
75238,2,WEAPONS,1
75238,3,ACCIDENTAL INJURY,11
75238,3,AGGRAVATED ASSAULT,24
75238,3,ANIMAL BITE,2
75238,3,ARSON,1
75238,3,ASSAULT,61
75238,3,AUTO THEFT - UUMV,46
75238,3,BURGLARY,65
75238,3,CHILD (OFFENSES AGAINST),2
75238,3,CRIMINAL MISCHIEF/VANDALISM,151
75238,3,DISORDERLY CONDUCT,14
75238,3,DWI,13
75238,3,EMBEZZLEMENT,1
75238,3,FIREARMS ACCIDENT,1
75238,3,FORGERY & COUNTERFEIT,6
75238,3,FOUND PROPERTY,120
75238,3,FRAUD,10
75238,3,HOME ACCIDENT,9
75238,3,LOST PROPERTY,17
75238,3,MOTOR VEHICLE ACCIDENT,112
75238,3,NARCOTICS/DRUGS,3
75238,3,OTHER OFFENSES,13
75238,3,ROBBERY,68
75238,3,SUDDEN DEATH,17
75238,3,THEFT,206
75238,3,TRAFFIC FATALITY,2
75238,U,ACCIDENTAL INJURY,1
75238,U,AUTO THEFT - UUMV,52
75238,U,BURGLARY,67
75238,U,CRIMINAL MISCHIEF/VANDALISM,79
75238,U,DISORDERLY CONDUCT,12
75238,U,EMBEZZLEMENT,8
75238,U,FORGERY & COUNTERFEIT,10
75238,U,FOUND PROPERTY,19
75238,U,FRAUD,15
75238,U,LOST PROPERTY,15
75238,U,MOTOR VEHICLE ACCIDENT,2
75238,U,NARCOTICS/DRUGS,1
75238,U,OTHER OFFENSES,3
75238,U,ROBBERY,2
75238,U,SUDDEN DEATH,4
75238,U,THEFT,176
75240,1,ACCIDENTAL INJURY,12
75240,1,AGGRAVATED ASSAULT,9
75240,1,ARSON,4
75240,1,ASSAULT,18
75240,1,AUTO THEFT - UUMV,141
75240,1,BURGLARY,93
75240,1,CHILD (OFFENSES AGAINST),1
75240,1,CRIMINAL MISCHIEF/VANDALISM,263
75240,1,DISORDERLY CONDUCT,4
75240,1,DWI,16
75240,1,EMBEZZLEMENT,6
75240,1,FORGERY & COUNTERFEIT,1
75240,1,FOUND PROPERTY,87
75240,1,FRAUD,4
75240,1,HOME ACCIDENT,7
75240,1,LOST PROPERTY,7
75240,1,MOTOR VEHICLE ACCIDENT,85
75240,1,MURDER,1
75240,1,NARCOTICS/DRUGS,5
75240,1,OTHER OFFENSES,11
75240,1,ROBBERY,31
75240,1,SUDDEN DEATH,16
75240,1,THEFT,458
75240,1,TRAFFIC FATALITY,1
75240,2,ACCIDENTAL INJURY,8
75240,2,AGGRAVATED ASSAULT,5
75240,2,ANIMAL BITE,3
75240,2,ARSON,1
75240,2,ASSAULT,47
75240,2,AUTO THEFT - UUMV,35
75240,2,BURGLARY,143
75240,2,CRIMINAL MISCHIEF/VANDALISM,146
75240,2,DISORDERLY CONDUCT,15
75240,2,DWI,2
75240,2,EMBEZZLEMENT,9
75240,2,FORGERY & COUNTERFEIT,8
75240,2,FOUND PROPERTY,100
75240,2,FRAUD,16
75240,2,HOME ACCIDENT,7
75240,2,LOST PROPERTY,15
75240,2,MOTOR VEHICLE ACCIDENT,197
75240,2,MURDER,1
75240,2,NARCOTICS/DRUGS,4
75240,2,OTHER OFFENSES,31
75240,2,ROBBERY,29
75240,2,SUDDEN DEATH,6
75240,2,THEFT,397
75240,2,WEAPONS,1
75240,3,ACCIDENTAL INJURY,25
75240,3,AGGRAVATED ASSAULT,20
75240,3,ANIMAL BITE,1
75240,3,ASSAULT,64
75240,3,AUTO THEFT - UUMV,48
75240,3,BURGLARY,42
75240,3,CHILD (OFFENSES AGAINST),1
75240,3,CRIMINAL MISCHIEF/VANDALISM,243
75240,3,DISORDERLY CONDUCT,7
75240,3,DWI,6
75240,3,EMBEZZLEMENT,15
75240,3,FORGERY & COUNTERFEIT,13
75240,3,FOUND PROPERTY,94
75240,3,FRAUD,6
75240,3,HOME ACCIDENT,6
75240,3,LOST PROPERTY,20
75240,3,MOTOR VEHICLE ACCIDENT,192
75240,3,MURDER,1
75240,3,NARCOTICS/DRUGS,12
75240,3,OTHER OFFENSES,18
75240,3,ROBBERY,63
75240,3,SUDDEN DEATH,2
75240,3,THEFT,428
75240,3,TRAFFIC FATALITY,1
75240,3,WEAPONS,1
75240,U,'FRAUD,1
75240,U,AGGRAVATED ASSAULT,2
75240,U,AUTO THEFT - UUMV,30
75240,U,BURGLARY,70
75240,U,CRIMINAL MISCHIEF/VANDALISM,69
75240,U,DISORDERLY CONDUCT,10
75240,U,EMBEZZLEMENT,24
75240,U,FORGERY & COUNTERFEIT,4
75240,U,FOUND PROPERTY,30
75240,U,FRAUD,14
75240,U,LOST PROPERTY,11
75240,U,MOTOR VEHICLE ACCIDENT,7
75240,U,OTHER OFFENSES,1
75240,U,ROBBERY,1
75240,U,SUDDEN DEATH,9
75240,U,THEFT,165
75241,1,ACCIDENTAL INJURY,10
75241,1,AGGRAVATED ASSAULT,30
75241,1,ARSON,15
75241,1,ASSAULT,44
75241,1,AUTO THEFT - UUMV,193
75241,1,BURGLARY,106
75241,1,CHILD (OFFENSES AGAINST),1
75241,1,CRIMINAL MISCHIEF/VANDALISM,226
75241,1,DISORDERLY CONDUCT,12
75241,1,DWI,5
75241,1,EMBEZZLEMENT,1
75241,1,FORGERY & COUNTERFEIT,1
75241,1,FOUND PROPERTY,140
75241,1,FRAUD,6
75241,1,HOME ACCIDENT,5
75241,1,LOST PROPERTY,17
75241,1,MOTOR VEHICLE ACCIDENT,93
75241,1,MURDER,5
75241,1,NARCOTICS/DRUGS,2
75241,1,OTHER OFFENSES,24
75241,1,ROBBERY,33
75241,1,SUDDEN DEATH,28
75241,1,THEFT,502
75241,1,WEAPONS,1
75241,2,ACCIDENTAL INJURY,15
75241,2,AGGRAVATED ASSAULT,24
75241,2,ANIMAL BITE,7
75241,2,ARSON,10
75241,2,ASSAULT,84
75241,2,AUTO THEFT - UUMV,46
75241,2,BURGLARY,252
75241,2,CHILD (OFFENSES AGAINST),3
75241,2,CRIMINAL MISCHIEF/VANDALISM,185
75241,2,DISORDERLY CONDUCT,30
75241,2,DWI,1
75241,2,EMBEZZLEMENT,9
75241,2,FIREARMS ACCIDENT,1
75241,2,FORGERY & COUNTERFEIT,4
75241,2,FOUND PROPERTY,212
75241,2,FRAUD,10
75241,2,HOME ACCIDENT,18
75241,2,LOST PROPERTY,26
75241,2,MOTOR VEHICLE ACCIDENT,105
75241,2,MURDER,1
75241,2,NARCOTICS/DRUGS,7
75241,2,OCCUPATIONAL ACCIDENT,2
75241,2,OTHER OFFENSES,85
75241,2,ROBBERY,45
75241,2,SUDDEN DEATH,23
75241,2,THEFT,216
75241,2,TRAFFIC FATALITY,3
75241,2,WEAPONS,2
75241,3,ACCIDENTAL INJURY,16
75241,3,AGGRAVATED ASSAULT,60
75241,3,ANIMAL BITE,6
75241,3,ARSON,6
75241,3,ASSAULT,113
75241,3,AUTO THEFT - UUMV,71
75241,3,BURGLARY,115
75241,3,CHILD (OFFENSES AGAINST),3
75241,3,CRIMINAL MISCHIEF/VANDALISM,229
75241,3,DISORDERLY CONDUCT,31
75241,3,DWI,11
75241,3,EMBEZZLEMENT,5
75241,3,FIREARMS ACCIDENT,4
75241,3,FORGERY & COUNTERFEIT,14
75241,3,FOUND PROPERTY,215
75241,3,FRAUD,6
75241,3,HOME ACCIDENT,16
75241,3,LIQUOR,1
75241,3,LOST PROPERTY,21
75241,3,MOTOR VEHICLE ACCIDENT,153
75241,3,MURDER,3
75241,3,NARCOTICS/DRUGS,10
75241,3,OCCUPATIONAL ACCIDENT,1
75241,3,OTHER OFFENSES,82
75241,3,ROBBERY,75
75241,3,SUDDEN DEATH,15
75241,3,THEFT,220
75241,3,TRAFFIC FATALITY,4
75241,3,WEAPONS,4
75241,U,AGGRAVATED ASSAULT,1
75241,U,ANIMAL BITE,1
75241,U,ARSON,2
75241,U,ASSAULT,2
75241,U,AUTO THEFT - UUMV,96
75241,U,BURGLARY,130
75241,U,CRIMINAL MISCHIEF/VANDALISM,109
75241,U,DISORDERLY CONDUCT,29
75241,U,EMBEZZLEMENT,12
75241,U,FORGERY & COUNTERFEIT,3
75241,U,FOUND PROPERTY,66
75241,U,FRAUD,11
75241,U,LOST PROPERTY,19
75241,U,MOTOR VEHICLE ACCIDENT,5
75241,U,OTHER OFFENSES,4
75241,U,ROBBERY,3
75241,U,SUDDEN DEATH,14
75241,U,THEFT,253
75243,1,ACCIDENTAL INJURY,30
75243,1,AGGRAVATED ASSAULT,34
75243,1,ANIMAL BITE,2
75243,1,ARSON,5
75243,1,ASSAULT,78
75243,1,AUTO THEFT - UUMV,295
75243,1,BURGLARY,298
75243,1,CHILD (OFFENSES AGAINST),4
75243,1,CRIMINAL MISCHIEF/VANDALISM,574
75243,1,DISORDERLY CONDUCT,26
75243,1,DWI,16
75243,1,EMBEZZLEMENT,8
75243,1,FIREARMS ACCIDENT,4
75243,1,FORGERY & COUNTERFEIT,19
75243,1,FOUND PROPERTY,187
75243,1,FRAUD,49
75243,1,HOME ACCIDENT,19
75243,1,LOST PROPERTY,13
75243,1,MOTOR VEHICLE ACCIDENT,183
75243,1,MURDER,6
75243,1,NARCOTICS/DRUGS,7
75243,1,OTHER OFFENSES,45
75243,1,ROBBERY,156
75243,1,SUDDEN DEATH,27
75243,1,THEFT,752
75243,1,TRAFFIC FATALITY,5
75243,1,WEAPONS,3
75243,2,ACCIDENTAL INJURY,31
75243,2,AGGRAVATED ASSAULT,30
75243,2,ANIMAL BITE,2
75243,2,ARSON,2
75243,2,ASSAULT,130
75243,2,AUTO THEFT - UUMV,104
75243,2,BURGLARY,466
75243,2,CHILD (OFFENSES AGAINST),6
75243,2,CRIMINAL MISCHIEF/VANDALISM,399
75243,2,DISORDERLY CONDUCT,31
75243,2,DWI,1
75243,2,EMBEZZLEMENT,16
75243,2,FIREARMS ACCIDENT,4
75243,2,FORGERY & COUNTERFEIT,38
75243,2,FOUND PROPERTY,247
75243,2,FRAUD,37
75243,2,HOME ACCIDENT,14
75243,2,LOST PROPERTY,23
75243,2,MOTOR VEHICLE ACCIDENT,361
75243,2,MURDER,3
75243,2,NARCOTICS/DRUGS,17
75243,2,OCCUPATIONAL ACCIDENT,3
75243,2,OTHER OFFENSES,89
75243,2,ROBBERY,65
75243,2,SUDDEN DEATH,26
75243,2,THEFT,551
75243,2,TRAFFIC FATALITY,3
75243,2,WEAPONS,3
75243,3,ACCIDENTAL INJURY,56
75243,3,AGGRAVATED ASSAULT,64
75243,3,ANIMAL BITE,7
75243,3,ARSON,7
75243,3,ASSAULT,184
75243,3,AUTO THEFT - UUMV,97
75243,3,BURGLARY,192
75243,3,CHILD (OFFENSES AGAINST),8
75243,3,CRIMINAL MISCHIEF/VANDALISM,431
75243,3,DISORDERLY CONDUCT,36
75243,3,DWI,20
75243,3,EMBEZZLEMENT,8
75243,3,FIREARMS ACCIDENT,5
75243,3,FORGERY & COUNTERFEIT,32
75243,3,FOUND PROPERTY,234
75243,3,FRAUD,46
75243,3,HOME ACCIDENT,25
75243,3,LIQUOR,6
75243,3,LOST PROPERTY,31
75243,3,MOTOR VEHICLE ACCIDENT,422
75243,3,MURDER,5
75243,3,NARCOTICS/DRUGS,32
75243,3,OCCUPATIONAL ACCIDENT,1
75243,3,OTHER OFFENSES,105
75243,3,ROBBERY,190
75243,3,SUDDEN DEATH,16
75243,3,THEFT,576
75243,3,TRAFFIC FATALITY,4
75243,3,WEAPONS,4
75243,U,ACCIDENTAL INJURY,1
75243,U,ARSON,1
75243,U,ASSAULT,3
75243,U,AUTO THEFT - UUMV,105
75243,U,BURGLARY,215
75243,U,CHILD (OFFENSES AGAINST),1
75243,U,CRIMINAL MISCHIEF/VANDALISM,171
75243,U,DISORDERLY CONDUCT,27
75243,U,EMBEZZLEMENT,27
75243,U,FORGERY & COUNTERFEIT,8
75243,U,FOUND PROPERTY,33
75243,U,FRAUD,26
75243,U,LOST PROPERTY,23
75243,U,MOTOR VEHICLE ACCIDENT,8
75243,U,NARCOTICS/DRUGS,1
75243,U,OTHER OFFENSES,4
75243,U,ROBBERY,2
75243,U,SUDDEN DEATH,16
75243,U,THEFT,288
75243,U,TRAFFIC FATALITY,1
75244,1,ACCIDENTAL INJURY,2
75244,1,AGGRAVATED ASSAULT,1
75244,1,ANIMAL BITE,1
75244,1,ASSAULT,7
75244,1,AUTO THEFT - UUMV,10
75244,1,BURGLARY,29
75244,1,CRIMINAL MISCHIEF/VANDALISM,29
75244,1,DISORDERLY CONDUCT,2
75244,1,DWI,1
75244,1,EMBEZZLEMENT,2
